timestamp,AAPL,MSFT,GOOG,AMZN,NVDA,META,TSLA,JPM,BAC,GS,JNJ,PFE,LLY,XOM,CVX,PG,KO,PEP,MCD,SBUX,BA,CAT,DUK,DD,WMT
2025-05-29 04:00:00,199.95,458.68,172.96,205.7,139.19,645.05,358.43,264.37,44.24,604.86,153.58,23.45,722.57,102.69,137.91,168.56,71.49,131.92,311.86,84.05,208.18,351.79,115.45,28.8619,97.1
2025-05-30 04:00:00,200.85,460.36,172.85,205.01,135.13,647.49,346.46,264.0,44.13,600.45,155.21,23.49,737.67,102.3,136.7,169.89,72.1,131.45,313.85,83.95,207.32,348.03,117.72,27.9498,98.72
2025-06-02 04:00:00,201.7,461.97,170.37,206.65,137.38,670.9,342.69,264.66,44.08,598.72,155.4,23.46,747.12,103.05,137.84,167.78,72.0,130.91,312.68,85.19,211.47,344.67,117.23,27.6485,99.77
2025-06-03 04:00:00,203.27,462.97,167.71,205.71,141.22,666.85,344.27,266.27,44.65,603.83,154.42,23.35,750.78,103.8,139.55,166.85,71.16,131.85,312.39,86.6,213.43,349.4,116.73,28.2176,99.98
2025-06-04 04:00:00,202.82,463.87,169.39,207.23,141.92,687.95,332.05,264.22,44.36,599.21,153.22,23.39,765.84,102.3,137.37,165.95,71.37,131.74,311.57,88.11,211.98,349.33,115.98,28.431,99.35
2025-06-05 04:00:00,200.63,467.68,169.81,207.91,139.99,684.62,284.7,261.95,44.38,605.88,153.66,23.12,765.68,101.83,136.9,162.8,70.91,131.11,308.98,86.99,209.02,348.96,115.74,28.205,97.96
2025-06-06 04:00:00,203.92,470.38,174.92,213.57,141.72,697.71,295.14,265.73,44.97,614.0,155.03,23.35,769.88,104.27,140.21,164.02,71.35,130.03,307.36,89.64,210.8,353.35,115.23,28.5063,97.47
2025-06-09 04:00:00,201.45,472.75,177.63,216.98,142.63,694.06,308.58,266.74,44.87,613.52,155.23,23.97,773.71,104.97,140.76,162.56,71.77,129.96,304.78,90.67,217.51,358.07,115.47,28.6946,97.45
2025-06-10 04:00:00,202.67,470.92,180.01,217.61,143.96,702.4,326.09,268.6,45.09,614.87,156.45,24.3,807.19,107.22,143.35,162.84,72.35,131.83,300.43,91.43,215.73,358.57,116.33,29.3515,97.32
2025-06-11 04:00:00,198.78,472.62,178.79,213.2,142.83,694.14,326.43,268.15,44.73,624.17,155.26,24.48,808.61,109.31,144.78,162.11,72.07,129.9,301.72,95.39,214.0,363.14,116.35,29.0377,95.8
2025-06-12 04:00:00,199.2,478.87,176.97,213.24,145.0,693.36,319.11,268.24,44.62,625.11,156.66,24.84,812.03,109.73,144.97,163.18,72.24,132.3,303.16,94.32,203.75,360.96,117.28,28.636,94.83
2025-06-13 04:00:00,196.45,474.96,175.88,212.1,141.97,682.87,325.31,264.95,44.09,613.54,157.1,24.54,819.36,112.12,145.91,160.28,71.02,130.85,301.91,93.26,200.32,357.05,116.86,27.9791,94.44
2025-06-16 04:00:00,198.42,479.14,177.94,216.1,144.69,702.12,329.13,270.36,44.41,627.85,155.22,24.4,807.58,112.48,146.03,160.88,70.52,131.41,296.29,93.48,201.7,362.44,115.4,28.4435,94.29
2025-06-17 04:00:00,195.64,478.04,177.23,214.82,144.12,697.23,316.35,269.52,44.23,624.64,152.38,24.0,791.24,114.0,148.85,158.52,69.62,129.29,292.31,91.59,200.26,357.68,114.79,28.0921,94.25
2025-06-18 04:00:00,196.58,480.24,173.98,212.52,145.48,695.77,322.05,273.96,45.06,635.24,150.73,23.88,785.03,113.19,148.19,158.02,69.21,129.07,289.63,92.28,197.68,359.8,114.58,27.9749,95.09
2025-06-20 04:00:00,201.0,477.4,167.73,209.69,143.85,682.35,322.16,275.0,45.5,640.8,149.79,23.97,762.73,114.7,149.55,159.08,68.84,129.07,287.46,93.12,198.75,360.52,115.4,27.6904,96.12
2025-06-23 04:00:00,201.5,486.0,166.01,208.47,144.17,698.53,348.68,278.27,46.3,646.88,151.32,24.03,770.64,111.74,146.86,161.03,69.74,129.09,289.52,92.34,201.31,366.23,116.97,28.0335,97.87
2025-06-24 04:00:00,200.3,490.11,167.74,212.77,147.9,712.2,340.47,281.26,46.66,662.11,152.19,24.31,778.08,108.34,143.55,160.36,70.21,131.05,291.47,91.5,200.94,373.02,116.95,28.5397,98.0
2025-06-25 04:00:00,201.56,492.27,171.49,211.99,154.31,708.68,327.55,284.06,46.85,669.87,152.28,24.26,792.3,108.37,143.23,158.97,69.63,128.02,285.55,91.1,198.9,371.58,115.95,28.4477,97.26
2025-06-26 04:00:00,201.0,497.45,174.43,217.12,155.02,726.09,325.78,288.75,47.46,687.16,152.01,24.24,795.12,109.99,144.44,158.63,69.47,128.22,285.63,91.84,202.58,381.88,116.25,28.9874,96.02
2025-06-27 04:00:00,201.08,495.94,178.27,223.3,157.75,733.63,323.63,287.11,47.12,690.81,152.41,24.19,775.45,109.38,143.79,159.86,70.33,131.04,291.55,92.11,214.55,384.71,116.92,28.8201,97.27
2025-06-30 04:00:00,205.17,497.41,177.39,219.39,157.99,738.09,317.66,289.91,47.32,707.75,152.75,24.24,779.53,107.8,143.19,159.32,70.75,132.04,292.17,91.63,209.53,388.21,118.0,28.6987,97.78
2025-07-01 04:00:00,207.82,492.05,176.91,220.46,153.3,719.22,300.71,290.41,48.15,706.46,155.92,25.04,775.9,109.24,145.57,161.22,71.67,135.26,297.49,94.92,209.79,390.92,118.87,29.8954,98.24
2025-07-02 04:00:00,212.44,491.09,179.76,219.92,157.25,713.57,315.65,292.0,48.71,715.89,155.56,25.32,779.28,111.05,147.98,161.2,70.91,136.48,294.63,94.18,212.03,398.43,117.06,30.523,97.61
2025-07-03 04:00:00,213.55,498.84,180.55,223.41,159.34,719.01,315.35,296.0,48.93,723.68,156.01,25.38,780.67,112.2,148.37,160.83,71.35,135.38,294.08,94.44,215.92,397.86,117.31,30.8452,98.36
2025-07-07 04:00:00,209.95,497.72,177.56,223.47,158.24,718.35,293.94,291.97,48.66,710.93,155.27,25.24,772.87,111.11,147.4,160.5,71.01,134.45,293.53,93.64,218.63,391.51,117.29,30.5356,99.35
2025-07-08 04:00:00,210.01,496.62,175.16,219.36,160.0,720.67,297.81,282.78,47.15,697.28,155.79,25.62,777.66,114.19,153.24,157.89,70.24,135.04,291.67,94.94,218.52,394.29,116.31,31.159,97.09
2025-07-09 04:00:00,211.14,503.51,177.66,222.54,162.88,732.78,295.88,283.16,46.84,696.56,156.28,25.56,786.92,113.8,153.02,157.52,69.48,134.48,293.02,95.25,226.6,402.18,117.17,31.6067,96.81
2025-07-10 04:00:00,212.41,501.48,178.7,222.26,164.1,727.24,309.87,288.19,46.97,709.12,157.69,25.78,790.65,114.93,154.17,158.49,69.77,136.08,298.39,95.15,226.09,408.33,118.17,31.8536,94.86
2025-07-11 04:00:00,211.16,503.32,181.31,225.02,164.92,717.51,313.51,286.86,46.73,704.95,156.9,25.65,793.01,115.43,155.31,157.05,69.87,135.26,299.91,94.94,226.84,405.92,117.46,31.5858,94.4
2025-07-14 04:00:00,208.62,503.02,182.81,225.69,164.07,720.92,316.9,288.7,47.07,713.3,156.82,25.35,799.34,113.92,151.65,153.76,69.47,135.57,301.88,93.42,230.51,405.77,117.93,31.3222,95.78
2025-07-15 04:00:00,209.11,505.82,183.1,226.35,170.7,710.39,310.78,286.55,46.15,702.51,155.17,24.61,771.75,112.91,150.69,152.68,69.36,133.81,299.62,92.48,230.0,404.64,117.1,30.9958,95.39
2025-07-16 04:00:00,210.16,505.62,183.77,223.19,171.37,702.91,321.67,285.82,46.03,708.82,164.78,24.61,789.8,112.23,149.92,153.73,69.27,135.35,298.9,92.51,229.9,412.88,117.79,30.9414,95.15
2025-07-17 04:00:00,210.02,511.7,184.7,223.88,173.0,701.41,319.41,289.9,47.02,705.84,162.98,24.58,761.5,111.66,151.38,155.62,70.59,145.44,300.37,93.19,231.0,418.07,117.46,31.1506,95.09
2025-07-18 04:00:00,211.18,510.05,185.94,226.13,172.41,704.28,329.65,291.27,47.32,708.26,163.7,24.47,771.71,107.77,150.04,155.1,69.85,143.24,297.07,93.8,229.34,413.71,118.42,31.6109,95.05
2025-07-21 04:00:00,212.48,510.06,191.15,229.3,171.38,712.965,328.49,290.97,47.48,706.0,164.36,24.26,762.18,108.05,149.68,155.03,70.07,141.7,295.74,92.66,229.32,410.07,119.83,31.7782,95.67
2025-07-22 04:00:00,214.4,505.27,192.11,227.47,167.03,704.81,332.11,291.43,47.77,700.41,167.93,25.14,776.44,108.54,150.04,158.32,69.66,146.04,299.17,96.94,228.48,417.19,120.73,32.4435,95.85
2025-07-23 04:00:00,214.15,505.87,191.51,228.29,170.78,713.58,332.56,296.76,48.14,717.52,169.1,25.36,798.89,109.93,153.12,158.28,69.16,145.66,298.12,95.92,233.88,427.59,119.51,32.0418,95.68
2025-07-24 04:00:00,213.76,510.88,193.2,232.23,173.74,714.8,305.3,296.55,48.39,719.18,169.56,25.35,805.43,110.79,155.83,158.81,69.1,144.51,294.48,93.7,231.27,429.52,119.75,31.2971,96.6
2025-07-25 04:00:00,213.88,513.71,194.08,231.44,173.5,712.68,316.06,298.62,48.45,728.98,168.3,24.79,812.69,110.4,154.84,158.3,69.17,143.45,298.47,94.42,233.06,433.75,119.93,31.7029,97.47
2025-07-28 04:00:00,214.05,512.5,193.42,232.79,176.75,717.63,325.59,298.28,48.23,723.65,166.22,24.31,808.11,111.44,156.28,157.11,68.09,141.57,299.22,93.67,236.41,432.94,117.6,31.4059,97.61
2025-07-29 04:00:00,211.27,512.57,196.43,231.01,175.51,700.0,321.2,297.04,47.95,731.98,168.11,24.3,762.95,112.88,157.03,156.61,69.38,143.89,302.67,92.96,226.08,430.05,119.49,31.0879,98.33
2025-07-30 04:00:00,209.05,513.24,197.44,230.19,179.27,695.21,319.04,299.63,47.96,730.75,167.26,23.81,760.08,111.9,153.56,152.88,68.75,142.86,303.61,92.76,225.84,434.12,120.48,30.2092,97.59
2025-07-31 04:00:00,207.57,533.5,192.86,234.11,177.87,773.44,308.27,296.24,47.27,723.59,164.74,23.29,740.07,111.64,151.64,150.47,67.89,137.92,300.07,89.16,221.84,438.02,121.64,30.0837,97.98
2025-08-01 04:00:00,202.38,524.11,189.95,214.75,173.72,750.01,302.63,289.37,45.66,709.57,167.33,23.49,762.33,109.64,151.4,150.65,68.86,139.28,302.89,86.86,221.9,428.69,122.91,29.2636,98.49
2025-08-04 04:00:00,203.35,535.64,195.75,211.65,180.0,776.37,309.26,294.26,45.85,726.03,171.04,23.53,769.0,107.37,151.04,150.76,68.96,139.56,304.23,89.78,222.34,433.7,124.17,29.6695,99.59
2025-08-05 04:00:00,202.92,527.75,195.32,213.75,178.26,763.46,308.72,291.37,45.56,720.91,170.74,24.75,765.95,107.24,153.04,150.51,69.05,139.45,298.77,90.2,224.86,434.23,124.0,30.3766,99.31
2025-08-06 04:00:00,213.25,524.94,196.92,222.31,179.42,771.99,319.91,291.35,45.42,724.74,170.59,23.93,746.37,106.51,152.78,152.86,69.51,140.8,307.66,88.99,225.04,427.72,125.21,29.6234,103.36
2025-08-07 04:00:00,220.03,520.84,197.28,223.13,180.77,761.83,322.27,286.94,44.92,719.74,171.53,24.23,640.86,105.95,153.16,153.49,70.43,143.92,307.91,91.02,227.33,417.12,125.93,29.6569,103.12
2025-08-08 04:00:00,229.35,522.04,202.09,222.69,182.7,769.3,329.65,288.76,46.01,721.27,173.33,24.58,625.65,106.8,155.01,153.51,70.34,145.21,305.45,92.12,229.12,416.52,125.32,29.4854,103.73
2025-08-11 04:00:00,227.18,521.77,201.63,221.3,182.06,765.87,339.03,289.56,46.16,719.24,173.82,24.58,635.22,105.83,153.45,154.98,70.75,144.87,304.36,91.74,225.96,408.54,125.56,29.2469,103.93
2025-08-12 04:00:00,229.65,529.24,204.16,221.47,183.16,790.0,340.84,292.85,47.5,743.38,172.78,24.65,639.43,106.13,154.44,155.09,70.71,146.87,301.64,93.37,232.61,412.71,124.47,30.0962,103.62
2025-08-13 04:00:00,233.33,520.58,203.03,224.56,181.59,780.08,339.38,290.53,47.24,744.69,174.42,25.16,660.49,107.6,155.87,155.41,70.46,149.35,305.07,94.18,233.37,413.7,125.71,30.9582,100.99
2025-08-14 04:00:00,232.78,522.48,203.82,230.98,182.02,782.13,335.58,294.16,47.71,747.2,174.72,25.11,684.43,107.38,155.16,153.74,69.55,148.62,308.95,93.06,233.19,417.5,124.26,30.8033,100.85
2025-08-15 04:00:00,231.59,520.17,204.91,231.03,180.45,785.23,330.56,290.49,46.94,730.72,176.64,25.14,701.23,106.49,156.55,154.36,69.92,150.4,308.93,90.6,235.26,407.79,122.45,30.5774,100.0
2025-08-18 04:00:00,230.89,517.1,204.29,231.49,182.01,767.37,335.16,291.53,47.92,730.96,176.25,25.07,698.05,106.72,155.32,155.72,69.13,149.55,308.7,92.54,232.41,412.64,121.46,30.6234,100.7
2025-08-19 04:00:00,230.56,509.77,202.49,228.01,175.64,751.48,329.31,290.66,48.08,721.38,177.8,25.32,703.21,107.42,152.0,158.4,70.13,152.16,310.93,90.93,225.0,416.09,123.78,30.8703,101.29
2025-08-20 04:00:00,226.01,505.72,200.19,223.81,175.4,747.72,323.9,292.24,48.35,720.68,178.84,25.38,705.44,108.53,153.22,159.51,70.7,150.73,313.08,89.51,225.62,420.59,124.48,31.1632,102.57
2025-08-21 04:00:00,224.9,504.24,200.62,221.95,174.98,739.1,320.11,291.47,48.26,715.95,178.93,25.74,709.82,109.23,155.55,158.73,70.66,148.98,313.22,88.56,224.46,417.89,124.14,31.1925,97.96
2025-08-22 04:00:00,227.76,507.23,206.72,228.84,177.99,754.79,340.01,296.24,49.48,741.89,179.29,25.88,711.68,111.28,158.18,158.67,70.13,149.64,314.07,88.38,230.12,435.67,124.34,32.3515,96.83
2025-08-25 04:00:00,227.16,504.26,209.16,227.94,179.81,753.3,346.6,294.9,49.48,738.79,178.41,25.14,695.33,111.74,158.2,156.15,68.93,148.2,313.44,85.81,226.87,432.3,123.11,32.2008,96.07
2025-08-26 04:00:00,229.31,502.04,207.95,228.71,181.77,754.1,351.67,298.57,50.25,748.95,176.49,24.92,736.03,111.49,157.36,155.97,68.73,147.0,312.94,86.63,234.83,431.26,123.28,32.3431,96.05
2025-08-27 04:00:00,230.49,506.74,208.21,229.12,181.6,747.38,349.6,299.28,50.38,749.67,176.79,25.07,734.17,112.75,159.24,156.96,68.83,147.64,311.43,87.66,235.62,432.67,123.68,32.5649,96.08
2025-08-28 04:00:00,232.56,509.64,212.37,231.6,180.17,751.11,345.98,301.07,50.49,751.22,175.45,24.6,731.96,113.35,159.32,155.65,68.36,146.98,312.22,88.02,236.16,434.91,122.37,32.4812,96.11
2025-08-29 04:00:00,232.14,506.69,213.53,229.0,174.18,738.7,333.87,301.42,50.74,745.25,177.17,24.76,732.58,114.29,160.6,157.04,68.99,148.65,313.54,88.19,234.68,419.04,122.49,32.1841,96.98
2025-09-02 04:00:00,229.72,505.12,211.99,225.34,170.78,735.11,329.36,299.7,50.42,730.85,178.06,24.98,735.19,114.69,161.83,157.99,69.06,150.28,315.76,89.78,237.38,416.05,121.89,31.7113,97.85
2025-09-03 04:00:00,238.47,505.35,231.1,225.99,170.62,737.05,334.09,299.51,50.06,730.56,178.0,24.79,737.83,111.91,158.06,158.17,68.99,148.64,316.39,87.25,232.38,415.12,121.5,31.6192,99.44
2025-09-04 04:00:00,239.78,507.97,232.66,235.68,171.66,748.65,338.53,303.82,50.62,748.9,178.76,24.54,742.91,112.4,157.69,159.19,68.25,146.89,316.99,87.01,230.75,420.22,120.87,32.2803,100.93
2025-09-05 04:00:00,239.69,495.0,235.17,232.33,167.02,752.45,350.84,294.38,49.77,738.21,178.43,24.88,727.21,109.23,153.66,160.02,67.96,146.39,314.38,85.43,229.61,423.08,120.61,32.5607,100.51
2025-09-08 04:00:00,237.88,498.2,234.16,235.84,168.31,752.3,346.4,292.91,49.46,741.85,178.13,24.55,738.64,109.85,154.0,159.01,67.43,141.71,312.8,84.17,230.95,422.78,120.17,32.5272,102.28
2025-09-09 04:00:00,234.35,498.41,239.94,238.24,170.76,765.7,346.97,297.85,50.29,763.92,176.96,24.71,750.61,110.65,154.85,159.46,67.86,143.1,312.52,83.81,229.52,418.09,120.38,32.113,102.29
2025-09-10 04:00:00,226.79,500.37,239.56,230.33,177.33,751.98,347.79,300.54,50.13,769.58,175.79,24.57,754.62,112.5,157.79,157.35,67.82,142.66,305.94,82.88,227.52,422.91,121.35,31.841,100.41
2025-09-11 04:00:00,230.03,501.01,240.78,229.95,177.17,750.9,368.81,305.56,50.75,784.73,178.5,24.86,756.28,112.14,158.25,158.63,67.62,144.23,308.43,82.36,219.99,431.38,122.11,32.6318,102.65
2025-09-12 04:00:00,234.07,509.9,241.38,228.15,177.82,755.59,395.94,306.91,50.58,780.06,178.06,23.87,755.39,112.16,157.11,157.9,67.01,143.53,305.4,81.9,215.94,431.52,121.95,32.3389,103.49
2025-09-15 04:00:00,236.7,515.36,251.76,231.43,177.75,764.7,410.04,308.9,50.59,786.76,177.4,23.97,748.19,112.35,157.31,156.83,66.21,140.64,302.07,82.68,215.75,435.94,122.37,32.2636,103.69
2025-09-16 04:00:00,238.15,509.04,251.42,234.05,174.88,779.0,421.62,309.19,50.66,785.53,176.46,23.9,764.71,114.68,159.54,158.05,66.24,140.03,303.29,84.37,215.02,440.67,120.25,32.2887,103.42
2025-09-17 04:00:00,238.99,510.02,249.85,231.62,170.29,775.715,425.86,311.75,51.4,794.22,177.2,24.05,760.13,115.29,160.09,160.33,67.04,141.23,304.97,83.22,214.63,450.66,121.1,32.1255,104.27
2025-09-18 04:00:00,237.88,508.45,252.33,231.23,176.24,780.25,416.85,313.23,52.13,804.31,174.16,24.15,762.93,113.93,158.84,157.32,66.46,140.73,301.14,83.42,215.66,466.96,120.39,32.6778,103.6
2025-09-19 04:00:00,245.5,517.93,255.24,231.48,176.67,778.38,426.07,314.78,52.25,805.0,176.19,24.03,751.99,112.82,156.21,156.04,66.43,141.76,302.38,84.56,215.65,466.54,121.08,32.6778,102.33
2025-09-22 04:00:00,256.08,514.45,252.88,227.63,183.61,765.16,434.21,312.44,51.92,805.56,174.21,24.04,754.95,112.02,156.05,153.07,66.21,141.03,302.99,85.29,212.09,472.1,121.58,32.7448,102.82
2025-09-23 04:00:00,254.43,509.23,252.34,220.71,178.43,755.4,425.85,312.74,51.7,806.32,176.58,24.13,746.98,113.95,157.42,152.5,66.71,141.9,303.19,85.69,216.34,471.26,123.1,32.4142,102.52
2025-09-24 04:00:00,252.31,510.15,247.83,220.21,176.97,760.66,442.79,313.42,51.7,792.43,176.69,24.09,741.85,114.56,159.18,152.42,66.45,142.17,304.33,84.27,215.1,469.79,123.64,31.7197,102.73
2025-09-25 04:00:00,256.87,507.03,246.57,218.15,177.69,748.91,423.39,313.45,51.85,794.76,177.73,23.6,714.59,115.59,160.72,152.15,65.98,139.92,302.3,83.83,213.53,463.72,122.32,31.1925,103.05
2025-09-26 04:00:00,255.46,511.46,247.18,219.78,178.19,743.75,440.4,316.06,52.21,802.51,179.71,23.76,724.54,117.22,160.16,152.5,65.67,140.44,305.24,83.39,221.26,465.76,123.02,31.8745,103.16
2025-09-29 04:00:00,254.43,514.6,244.36,222.17,181.85,743.4,443.21,315.69,52.42,804.12,181.62,23.85,726.51,114.22,156.1,153.53,66.04,140.17,302.99,85.64,217.08,471.61,122.8,32.2343,103.08
2025-09-30 04:00:00,254.63,517.95,243.55,219.57,186.58,734.38,444.72,315.43,51.59,796.35,185.42,25.48,763.0,112.75,155.29,153.65,66.32,140.44,303.89,84.6,215.83,477.15,123.75,32.5941,103.06
2025-10-01 04:00:00,255.45,519.71,245.54,220.63,187.24,717.34,459.46,310.71,50.68,785.51,186.05,27.21,825.42,111.99,154.58,153.18,66.78,143.14,300.52,84.4,215.2,480.82,122.39,32.728,101.96
2025-10-02 04:00:00,257.13,515.74,246.43,222.41,188.89,727.05,436.0,307.55,50.48,779.38,185.98,27.08,819.85,111.29,153.37,152.05,66.1,142.31,299.88,86.72,217.43,490.57,121.57,33.887,101.7
2025-10-03 04:00:00,258.02,517.35,246.45,219.51,187.62,710.56,429.83,310.03,50.64,789.98,188.64,27.37,839.87,113.26,153.55,152.27,66.65,141.98,300.98,86.42,216.3,497.85,123.54,33.3556,102.07
2025-10-06 04:00:00,256.69,528.57,251.51,220.9,185.54,715.66,453.25,309.18,50.39,796.78,188.16,26.43,845.05,114.2,154.02,150.41,66.1,139.7,296.04,82.11,219.73,495.38,124.38,33.8159,102.7
2025-10-07 04:00:00,256.48,523.98,247.13,221.78,185.04,713.08,433.09,307.69,50.29,789.65,188.89,26.27,843.63,114.26,154.91,152.54,66.79,140.79,296.32,81.29,221.82,486.71,125.56,33.0042,103.24
2025-10-08 04:00:00,258.06,524.85,245.46,225.22,189.11,717.84,438.69,304.03,49.84,776.51,189.69,25.68,845.72,114.02,153.74,150.69,66.12,138.84,294.4,80.04,225.32,502.12,125.23,32.7908,102.9
2025-10-09 04:00:00,254.04,522.4,242.21,227.74,192.57,733.51,435.54,305.53,49.79,779.96,191.08,25.24,855.35,112.91,151.64,150.58,66.37,144.71,293.81,79.78,216.0,500.36,124.71,32.569,101.77
2025-10-10 04:00:00,245.27,510.96,237.49,216.37,183.16,705.3,413.49,300.89,48.65,764.36,190.72,24.78,833.49,110.73,148.9,149.69,67.04,150.08,297.01,78.46,210.73,491.3,127.02,30.8368,101.84
2025-10-13 04:00:00,247.66,514.05,244.64,220.07,188.32,715.7,435.9,307.97,48.86,786.78,190.9,24.73,819.4,112.24,151.94,147.49,66.8,148.89,300.11,80.03,215.56,504.76,126.09,31.7782,102.12
2025-10-14 04:00:00,247.77,513.57,246.19,216.39,180.03,708.65,429.24,302.08,50.09,770.76,190.85,24.52,812.35,112.29,152.39,149.16,67.51,151.54,304.56,81.15,214.3,527.47,127.82,32.4603,107.21
2025-10-15 04:00:00,249.34,513.43,251.71,215.57,179.83,717.55,435.15,305.69,52.28,767.93,191.17,24.39,826.57,111.61,152.11,147.42,67.08,151.16,305.25,82.86,214.0,534.05,128.67,32.8577,109.03
2025-10-16 04:00:00,247.45,511.61,251.88,214.47,181.81,712.07,428.75,298.54,50.44,758.09,192.12,24.23,819.38,110.64,151.71,149.6,67.59,152.67,305.33,84.34,211.89,540.96,127.4,32.6904,106.47
2025-10-17 04:00:00,252.29,513.58,253.79,213.04,183.22,716.915,439.31,297.56,51.28,750.77,193.22,24.51,802.83,112.24,153.08,151.4,68.44,153.71,308.09,85.36,212.94,527.08,128.53,33.2929,107.73
2025-10-20 04:00:00,262.24,516.79,257.02,216.48,182.64,732.17,447.43,302.36,52.04,763.32,193.72,24.69,808.96,112.7,154.48,151.96,68.44,153.64,307.77,84.53,216.82,531.18,128.94,33.8703,107.05
2025-10-21 04:00:00,262.77,517.66,251.34,222.03,181.16,733.27,442.6,297.09,51.52,758.98,191.88,24.85,799.57,112.71,153.79,151.62,71.22,153.18,307.48,85.9,217.26,524.65,128.33,33.9456,106.22
2025-10-22 04:00:00,258.45,520.54,252.53,217.95,180.28,733.41,438.97,294.11,51.1,744.6,192.94,24.72,812.43,114.71,155.57,152.2,70.81,153.03,310.11,85.5,216.59,513.91,129.03,33.3515,107.14
2025-10-23 04:00:00,259.58,520.56,253.73,221.09,182.16,734.0,448.98,294.54,51.76,750.78,192.47,24.67,821.04,115.98,156.56,152.21,69.94,151.51,306.97,85.44,217.77,520.5,127.26,34.0126,106.86
2025-10-24 04:00:00,262.82,523.61,260.51,224.21,186.26,738.36,433.72,300.44,52.57,783.88,190.4,24.76,825.45,115.39,155.56,152.49,69.71,151.55,305.79,86.09,221.35,522.73,127.37,33.8954,106.17
2025-10-27 04:00:00,268.81,531.52,269.93,226.97,191.49,750.82,452.42,304.15,53.02,789.99,190.3,24.77,826.41,115.94,155.28,151.74,70.06,152.63,310.0,87.22,223.0,527.07,127.49,34.0502,104.47
2025-10-28 04:00:00,269.0,542.07,268.43,229.25,201.03,751.44,460.55,305.36,52.87,792.09,186.93,24.5,820.1,115.03,154.13,151.37,70.16,150.12,306.4,85.43,223.33,524.47,125.65,34.2678,103.17
2025-10-29 04:00:00,269.7,541.55,275.17,230.3,207.04,751.67,461.51,305.51,52.58,783.06,186.6,24.29,813.53,116.45,155.1,148.77,68.35,146.16,302.35,84.17,213.58,585.49,124.29,34.3766,102.46
2025-10-30 04:00:00,271.4,525.76,281.9,222.86,202.89,666.47,440.1,309.44,53.03,790.16,189.05,24.29,844.5,114.69,153.52,149.58,68.98,147.55,302.43,83.15,200.08,583.15,125.21,34.0879,102.23
2025-10-31 04:00:00,270.37,517.81,281.82,244.22,202.49,648.35,456.56,311.12,53.45,789.37,188.87,24.65,862.86,114.36,157.72,150.37,68.9,146.09,298.43,80.87,201.02,577.26,124.3,34.1632,101.18
2025-11-03 05:00:00,269.05,517.03,284.12,254.0,206.88,637.71,468.37,309.35,53.56,785.52,186.26,24.66,896.53,113.76,154.04,148.02,67.97,143.6,296.37,80.96,204.55,570.59,123.67,34.69,101.59
2025-11-04 05:00:00,270.04,514.33,278.06,249.32,198.69,627.32,444.26,309.25,53.54,790.83,186.86,24.3,906.86,114.14,153.39,147.17,68.66,142.9,299.21,79.6,198.05,547.58,123.83,37.76,102.27
2025-11-05 05:00:00,270.14,507.16,284.75,250.2,195.21,635.95,462.07,311.68,52.45,793.09,186.0,24.61,925.81,113.68,152.66,145.79,68.51,142.86,305.67,82.88,197.62,569.15,123.77,39.63,101.47
2025-11-06 05:00:00,269.77,497.1,285.34,243.04,188.08,618.94,445.91,313.42,53.29,787.58,186.97,24.85,937.44,114.5,152.94,146.13,69.06,141.58,298.41,82.22,196.5,569.78,124.0,39.15,101.68
2025-11-07 05:00:00,268.47,496.82,279.7,244.41,188.15,621.71,429.52,314.21,53.2,786.34,186.57,24.43,924.37,117.22,155.02,146.98,70.55,142.95,299.66,85.57,194.61,563.1,123.66,39.8,102.59
2025-11-10 05:00:00,269.43,506.0,290.59,248.4,199.05,631.76,445.23,316.89,53.42,797.2,188.41,24.39,966.64,118.22,155.65,145.5,70.52,142.62,299.1,84.6,194.81,570.85,122.93,40.24,102.42
2025-11-11 05:00:00,275.25,508.68,291.74,249.1,193.16,627.08,439.62,315.62,53.63,810.31,193.83,25.51,988.62,119.78,156.24,148.54,71.61,145.08,306.83,86.42,195.21,567.93,123.67,40.4,103.44
2025-11-12 05:00:00,273.47,511.14,287.43,244.2,193.8,609.01,430.6,320.41,54.11,838.97,194.39,25.87,1017.78,118.12,153.32,148.01,71.51,144.39,306.94,87.26,195.5,573.02,123.9,40.79,103.44
2025-11-13 05:00:00,272.95,503.29,279.12,237.58,186.86,609.89,401.99,309.48,52.87,805.5,195.25,25.79,1022.87,118.79,155.58,147.96,71.07,145.02,307.58,86.44,194.58,553.55,123.59,40.6,102.54
2025-11-14 05:00:00,272.41,510.18,276.98,234.69,190.17,609.46,404.35,303.61,52.61,790.91,195.93,25.06,1025.28,119.29,157.62,147.67,71.16,145.85,307.03,84.78,194.52,554.03,122.71,39.71,102.48
2025-11-17 05:00:00,267.46,507.49,285.6,232.87,186.6,602.01,408.92,300.37,51.48,775.56,199.58,25.08,1021.7,117.68,154.82,145.82,70.68,147.83,304.9,83.69,191.81,552.05,125.18,38.65,102.95
2025-11-18 05:00:00,267.44,493.79,284.96,222.55,181.36,597.69,401.25,299.41,51.64,776.3,200.0,25.45,1030.05,119.03,153.62,146.99,71.22,148.77,304.59,83.33,189.63,546.88,123.8,38.7,101.39
2025-11-19 05:00:00,268.56,487.12,292.99,222.69,186.52,590.32,403.99,303.27,52.02,785.99,202.51,24.88,1049.6,117.35,151.7,146.99,71.11,147.11,302.74,83.68,185.7,553.11,122.23,37.88,100.61
